label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,adductName,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,PSB0042_WS_blank_0,PSB0042_WS_blank_1,PSB0042_WS_blank_2,PSB0042_WS_blank_3,PSB0042_WS_blank_4,PSB0042_WS_blank_5,PSB0042_WS_blank_6,PSB0042_WS_S01_HPLMax_R1,PSB0042_WS_S02_HPLMax_R2,PSB0042_WS_S03_HPLMax_R3,PSB0042_WS_S04_HPLMax_R4,PSB0042_WS_S05_HPLMax_R5,PSB0042_WS_S06_HPLMaxLowGlc_R1,PSB0042_WS_S07_HPLMaxLowGlc_R2,PSB0042_WS_S08_HPLMaxLowGlc_R3,PSB0042_WS_S09_HPLMaxLowGlc_R4,PSB0042_WS_S10_HPLMaxLowGlc_R5,PSB0042_WS_S11_KD_R1,PSB0042_WS_S12_KD_R2,PSB0042_WS_S13_KD_R3,PSB0042_WS_S14_KD_R4,PSB0042_WS_S15_KD_R5,PSB0042_WS_S16_KDHighGlc_R1,PSB0042_WS_S17_KDHighGlc_R2,PSB0042_WS_S18_KDHighGlc_R3,PSB0042_WS_S19_KDHighGlc_R4,PSB0042_WS_S20_KDHighGlc_R5
,361,361,5,275.020996,6.441,0.822753,[M-H]-,,6-Phosphogluconic acid (1),C00345,C6H13O10P,0.641,13.204954,275.020996,0.00,0.00,0.00,0.00,0.00,0.00,0.00,294955.31,145995.55,0.00,0.00,920372.88,1124638.88,303964.12,718865.69,112766.96,929813.00,2034913.88,1042848.62,0.00,879330.56,1019888.88,959021.12,1290747.75,0.00,838409.44,1112935.88
g,362,362,19,275.018036,7.291,0.798270,[M-H]-,,6-Phosphogluconic acid (1),C00345,C6H13O10P,1.491,2.441252,275.018036,91718.16,0.00,532375.44,453251.66,12396.82,250605.48,283184.75,25595952.00,14562232.00,403747.38,967776.88,16741846.00,22656948.00,12636396.00,15881509.00,6975505.00,13351549.00,28992490.00,21005270.00,621178.62,15480012.00,12429894.00,25790722.00,25089386.00,8808816.00,13642327.00,13431342.00
,363,363,7,274.101624,1.784,0.812989,[M-H]-,,gamma-L-Glutamyl-L-alanyl-glycine (1),gamma-L-Glutamyl-L-alanyl-glycine,C10H17N3O6,-1.000,10.354209,274.101624,0.00,0.00,0.00,3672.51,0.00,0.00,0.00,90798.67,39168.35,12365.19,80447.06,105056.47,23508.16,54609.86,193674.67,147830.69,140216.17,84609.95,81977.84,77186.50,115954.40,159745.27,141966.66,67815.81,9002.19,96106.16,94084.11
,364,364,24,274.104736,6.698,0.849645,[M-H]-,,gamma-L-Glutamyl-L-alanyl-glycine (1),gamma-L-Glutamyl-L-alanyl-glycine,C10H17N3O6,-1.000,1.002020,274.104736,266505.84,20149.06,130289.54,185955.31,99107.89,113430.09,89362.88,431874.06,381312.09,349885.12,493711.69,417404.09,375877.72,277931.38,395791.62,333964.34,283337.56,482543.56,322863.16,822905.50,336331.22,387560.94,437968.94,354320.06,338172.19,337122.62,283470.28
g,365,365,19,267.073700,4.168,0.843922,[M-H]-,,Inosine (1),C00294,C10H12N4O5,0.168,0.799866,267.073700,0.00,0.00,57626.71,9687.21,7209.61,13687.81,0.00,44953836.00,42174424.00,24775782.00,29277914.00,68648320.00,43738968.00,32818524.00,41933996.00,30270208.00,42114308.00,59371584.00,63061736.00,44050980.00,49638744.00,49626144.00,53702940.00,49158376.00,34000064.00,44692312.00,45002792.00
,366,366,15,266.086365,6.108,0.852323,[M-H]-,,Adenosine (1),C00212,C10H13N5O4,4.008,11.698294,266.086365,0.00,0.00,0.00,0.00,0.00,0.00,0.00,371551.75,219584.30,75396.03,154298.64,313056.34,341855.75,156484.91,227471.12,172677.11,196207.41,295640.00,393972.12,273415.72,228297.89,185104.62,321828.25,249324.69,106860.74,191989.84,185896.19
,367,367,3,266.088226,7.283,0.817325,[M-H]-,,Adenosine (1),C00212,C10H13N5O4,5.183,4.702255,266.088226,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65770.87,23837.44,0.00,11674.99,71635.40,97497.24,94523.41,89688.11,77185.23,120669.33,245567.66,125716.59,217457.19,68320.43,73511.96,71910.94,100530.54,17605.15,100663.31,140236.44
,368,368,15,266.086365,6.108,0.852323,[M-H]-,,dGuanosine (1),C00330,C10H13N5O4,-1.000,11.698294,266.086365,0.00,0.00,0.00,0.00,0.00,0.00,0.00,371551.75,219584.30,75396.03,154298.64,313056.34,341855.75,156484.91,227471.12,172677.11,196207.41,295640.00,393972.12,273415.72,228297.89,185104.62,321828.25,249324.69,106860.74,191989.84,185896.19
,369,369,3,266.088226,7.283,0.817325,[M-H]-,,dGuanosine (1),C00330,C10H13N5O4,-1.000,4.702255,266.088226,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65770.87,23837.44,0.00,11674.99,71635.40,97497.24,94523.41,89688.11,77185.23,120669.33,245567.66,125716.59,217457.19,68320.43,73511.96,71910.94,100530.54,17605.15,100663.31,140236.44
g,370,370,17,259.130035,6.207,0.829446,[M-H]-,,gamma-Glutamylleucine (1),gamma-Glutamylleucine,C11H20N2O5,0.957,0.353308,259.130035,9413.85,0.00,20212.93,32189.04,8394.57,0.00,5682.25,527351.56,291807.16,136695.61,165362.41,313055.34,519838.88,336227.09,270053.31,220448.88,301752.34,554170.12,367387.31,323360.97,220842.47,251812.70,497450.88,313660.91,209741.16,235355.80,225562.84
g,371,371,7,259.022522,6.817,0.805268,[M-H]-,,Glucose-6-Phosphate (1),C00092,C6H13O9P,0.917,0.235637,259.022522,2075137.62,821880.06,2296600.00,1829069.50,1590596.88,1753094.88,1468147.62,90921400.00,76111024.00,30299448.00,58435992.00,78070072.00,85664144.00,78661848.00,70350752.00,62645180.00,64548420.00,86235960.00,67846048.00,65992156.00,71072728.00,64878548.00,70979544.00,72523048.00,54654184.00,65147304.00,57703896.00
,372,372,1,259.022339,12.367,0.529736,[M-H]-,,Glucose-6-Phosphate (1),C00092,C6H13O9P,6.467,0.471273,259.022339,19849.50,20112.45,16077.60,14794.55,10823.38,12223.68,8489.02,269636.50,180975.72,67986.86,565346.12,365180.34,365391.25,220869.22,191903.12,159815.92,89154.20,452231.81,279821.06,279277.47,305683.66,189069.36,166972.81,243610.30,136682.80,193599.41,102981.70
,373,373,14,306.050873,4.134,0.826578,[M-H]-,,dCMP (1),C00239,C9H14N3O7P,-1.000,3.988579,306.050873,0.00,0.00,0.00,5543.12,0.00,0.00,0.00,102835.02,108564.55,83146.13,92768.11,275623.34,48706.18,14753.93,140034.39,92538.66,147330.03,126032.38,283320.25,183539.72,197621.31,189576.36,179716.09,89040.83,76021.89,141900.48,181026.44
,374,374,27,306.048584,6.134,0.855039,[M-H]-,,dCMP (1),C00239,C9H14N3O7P,-1.000,3.490006,306.048584,1496682.38,93824.59,552172.94,639652.38,374857.28,478513.06,503842.97,4201945.00,4742677.50,754973.31,1217134.88,3974557.25,4891280.00,4799355.00,4759624.50,3829453.00,3628056.25,4037353.50,4536038.00,1656899.38,4296673.50,3995622.50,4305866.00,4055924.00,2900999.25,4162235.25,3610651.50
