label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,adductName,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,PSB0042_WS_blank_0,PSB0042_WS_blank_1,PSB0042_WS_blank_2,PSB0042_WS_blank_3,PSB0042_WS_blank_4,PSB0042_WS_blank_5,PSB0042_WS_blank_6,PSB0042_WS_S01_HPLMax_R1,PSB0042_WS_S02_HPLMax_R2,PSB0042_WS_S03_HPLMax_R3,PSB0042_WS_S04_HPLMax_R4,PSB0042_WS_S05_HPLMax_R5,PSB0042_WS_S06_HPLMaxLowGlc_R1,PSB0042_WS_S07_HPLMaxLowGlc_R2,PSB0042_WS_S08_HPLMaxLowGlc_R3,PSB0042_WS_S09_HPLMaxLowGlc_R4,PSB0042_WS_S10_HPLMaxLowGlc_R5,PSB0042_WS_S11_KD_R1,PSB0042_WS_S12_KD_R2,PSB0042_WS_S13_KD_R3,PSB0042_WS_S14_KD_R4,PSB0042_WS_S15_KD_R5,PSB0042_WS_S16_KDHighGlc_R1,PSB0042_WS_S17_KDHighGlc_R2,PSB0042_WS_S18_KDHighGlc_R3,PSB0042_WS_S19_KDHighGlc_R4,PSB0042_WS_S20_KDHighGlc_R5
,110,110,6,173.008301,8.060,0.705267,[M-H]-,,cis-Aconitic acid (1),C00417,C6H6O6,2.660,5.027196,173.008301,558866.69,547118.56,336233.00,593851.38,700130.56,399959.78,878627.62,4543894.00,9475038.00,472451.94,2003213.62,14508712.00,21616296.00,2729725.50,22883622.00,2796592.25,17161866.00,21108346.00,10254713.00,1742234.50,8010213.00,11512939.00,10725183.00,8389371.00,8241236.50,13918558.00,25527572.00
,111,111,13,179.036728,8.534,0.848410,[M-H]-,,4-Hydroxyphenylpyruvic acid (1),C01179,C9H8O4,-1.000,9.715989,179.036728,137080.77,0.00,21880.90,54060.98,28467.45,63937.38,17972.12,540312.19,434935.84,76753.68,123079.24,579669.00,736174.94,248309.45,637437.00,86280.51,486938.66,817272.38,442748.25,584858.50,488041.25,335833.19,561333.12,405379.62,32164.29,692115.81,401073.50
g,112,112,3,116.070610,6.506,0.762305,[M-H]-,,Betaine (1),C00719,C5H11NO2,1.306,9.399392,116.070610,181172.42,211963.42,1531610.50,919188.12,829332.81,640761.06,1092479.75,30127874.00,24206192.00,9173693.00,16013056.00,39045000.00,34862848.00,24449296.00,28610736.00,20026800.00,27359832.00,37755100.00,36746396.00,30446112.00,29612586.00,31244048.00,36431496.00,33830772.00,14216896.00,29811160.00,29600964.00
,113,113,1,116.070671,7.129,0.805191,[M-H]-,,Betaine (1),C00719,C5H11NO2,1.929,8.873552,116.070671,15272.36,46813.81,405314.88,222342.30,76969.17,103048.66,183114.00,5593866.50,6030210.50,2335146.25,3941017.50,7194572.50,5439480.50,4423292.50,5926727.00,1769789.25,4368012.00,9384611.00,5394316.50,6412495.50,6085173.50,9405317.00,6352525.00,7746077.50,2981541.00,6827235.50,6178153.50
g,114,114,18,116.034195,5.906,0.780715,[M-H]-,,Acetylglycine (1),Acetylglycine,C4H7NO3,0.906,9.665341,116.034195,1228905.88,1252452.12,907879.12,610568.88,723899.00,573546.56,443492.31,22936528.00,12569178.00,4470775.50,8642562.00,17507996.00,20144240.00,13447637.00,16940288.00,11807169.00,11569655.00,18404736.00,21919230.00,13705120.00,15552331.00,13764826.00,17185092.00,14929636.00,6578925.50,13193058.00,12145830.00
g,115,115,0,115.002632,6.502,0.333585,[M-H]-,,Fumaric acid (1),C00122,C4H4O4,1.102,9.154980,115.002632,6746131.00,3393599.25,9765527.00,10218283.00,6156176.00,9664030.00,10604460.00,77647344.00,71504128.00,23600748.00,39896192.00,88392728.00,113936000.00,93097000.00,92888584.00,78204008.00,100317552.00,122699112.00,97314096.00,57263484.00,95413848.00,97673760.00,109778640.00,110616456.00,63691344.00,103606448.00,103664336.00
,116,116,2,115.002632,7.207,0.542404,[M-H]-,,Fumaric acid (1),C00122,C4H4O4,1.807,9.154980,115.002632,730571.00,369113.25,3192798.25,853581.25,568821.69,1436880.00,1828611.88,10732315.00,8706783.00,2823429.00,6093888.50,21171314.00,28536540.00,15307552.00,18993816.00,19574696.00,21342964.00,25915790.00,23093778.00,11587988.00,25377986.00,21623854.00,29717350.00,25029632.00,7170120.00,19793810.00,29128024.00
,117,117,4,115.002617,8.088,0.595757,[M-H]-,,Fumaric acid (1),C00122,C4H4O4,2.688,9.287661,115.002617,454111.00,190404.62,622579.56,705439.19,540376.50,1198712.75,1335584.50,6876965.00,7781796.50,827685.00,5236614.00,6371703.50,13911570.00,12300814.00,11759960.00,8680264.00,12644528.00,15293612.00,10316440.00,5390194.00,11369086.00,12919776.00,12245391.00,14859251.00,6428995.50,11433992.00,11818139.00
g,118,118,4,114.054939,6.483,0.616835,[M-H]-,,L-Proline (1),C00148,C5H9NO2,1.083,9.766177,114.054939,111662.63,0.00,217856.03,224664.28,152333.47,228500.06,529040.00,30417518.00,24148436.00,8551969.00,15802994.00,39465060.00,40176368.00,27646868.00,32814770.00,21865918.00,31748090.00,42949512.00,37579420.00,37474572.00,33565076.00,33959804.00,35128480.00,34785276.00,13035721.00,31136658.00,29991714.00
,119,119,1,114.054955,8.086,0.826787,[M-H]-,,L-Proline (1),C00148,C5H9NO2,2.686,9.632394,114.054955,0.00,0.00,44962.02,14543.35,13232.72,24720.03,87457.67,681991.56,475183.84,106967.62,218685.42,312027.47,881338.00,669457.19,548935.31,525667.94,1026740.25,1026546.81,949111.50,732484.12,478672.94,734066.69,416026.59,596737.00,169463.42,742928.25,546179.25
g,120,120,6,112.050575,3.155,0.762927,[M-H]-,,Creatinine (1),C00791,C4H7N3O,0.155,9.464260,112.050575,543948.69,558093.38,214744.19,148255.31,193528.88,252953.06,223954.88,5040290.50,3645134.50,2057564.88,2703099.00,4809988.50,4876632.00,3843736.75,3862302.75,4124896.75,4324110.00,5633963.00,4417297.00,7029799.00,4424436.00,4040383.25,3979721.50,3966933.50,1881329.12,4216835.00,4165327.50
,121,121,2,112.050537,6.809,0.646754,[M-H]-,,Creatinine (1),C00791,C4H7N3O,3.809,9.804701,112.050537,17998.47,22539.56,36552.21,77794.41,48398.26,43626.06,31177.90,969513.69,1349582.25,247564.69,557284.00,1153826.75,2938585.50,1121610.12,869393.75,579794.31,1025981.00,770505.00,934126.62,1629143.25,2512805.50,1114240.50,1469774.38,1425562.25,628687.75,1016287.75,1358796.88
,122,122,19,111.018944,4.887,0.840203,[M-H]-,,Uracil (1),C00106,C4H4N2O2,2.687,9.552205,111.018944,132838.28,338117.84,509213.25,267833.41,360670.78,412735.53,272016.66,313714368.00,295636384.00,147222976.00,216450224.00,313851296.00,400445568.00,437691168.00,297384064.00,356050880.00,466560224.00,349693760.00,306857184.00,362957696.00,355169856.00,325715264.00,269117920.00,388880384.00,282847296.00,384454912.00,447619616.00
,123,123,20,111.018929,6.023,0.830004,[M-H]-,,Uracil (1),C00106,C4H4N2O2,3.823,9.689647,111.018929,467267.06,411627.81,279848.12,229808.39,232517.33,197118.59,302456.50,46773540.00,27926620.00,11919095.00,18907588.00,29659094.00,48715788.00,36425236.00,34301788.00,27959120.00,31751794.00,43250892.00,34515212.00,34288268.00,30364416.00,31901466.00,36719140.00,35592704.00,18722302.00,29735294.00,29015438.00
,124,124,1,111.018936,6.649,0.507798,[M-H]-,,Uracil (1),C00106,C4H4N2O2,4.449,9.620926,111.018936,303968.12,62727.39,260813.97,217281.61,368526.91,176548.00,345079.06,2049514.38,1194050.25,1423671.38,3186807.50,3226426.25,3122180.50,2778394.50,2460413.50,3658408.25,3202360.50,1926741.00,1849910.25,3338532.00,2500397.25,3525912.00,3304534.25,2168199.75,1548146.50,2823006.75,3758212.75
,125,125,1,110.071304,13.341,0.580773,[M-H]-,,Histamine (1),C00388,C5H9N3,2.841,9.703754,110.071304,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11486.83,11963.90,12904.30,9280.20,67624.30,19327.78,24663.70,30203.82,27832.98,12755.42,41454.17,42902.25,10685.59,24802.98,18484.14,36351.09,10140.75,7766.78,21842.99,39597.76
,126,126,6,110.034912,8.856,0.827614,[M-H]-,,Cytosine (1),C00380,C4H5N3O,6.356,9.776299,110.034912,0.00,0.00,0.00,0.00,0.00,0.00,10200.96,0.00,48645.29,18064.32,12470.22,21546.64,70706.11,49357.77,52110.69,57285.41,129375.99,186948.08,36318.43,144477.30,34745.70,129392.95,155601.08,156854.62,26937.86,142789.36,152637.67
,127,127,1,105.018303,4.618,0.631472,[M-H]-,,Glyceric acid (1),C00258,C3H6O4,0.502,9.807416,105.018303,43877.28,5377.73,179237.48,206630.59,38258.84,123026.69,59747.86,1894831.62,626245.44,1363890.75,398529.38,290671.50,803573.19,673230.44,664920.50,623524.44,367910.88,858734.19,620041.00,1162131.62,254319.44,445260.88,1035713.25,736143.94,509035.41,622894.06,141372.33
g,128,128,2,105.018295,6.154,0.776315,[M-H]-,,Glyceric acid (1),C00258,C3H6O4,1.034,9.880063,105.018295,239842.84,119445.58,779457.31,454176.47,305536.81,334958.28,311588.19,3267229.25,2190673.25,1219148.38,1717590.00,2331729.75,1673667.38,1026875.62,1130279.12,856830.75,916889.12,2419130.50,2468304.25,1685795.12,1938440.25,1766203.62,2463185.50,1908135.62,1227497.62,1740922.50,1345857.62
,129,129,10,104.034233,5.985,0.774566,[M-H]-,,L-Serine (1),C00065,C3H7NO3,0.185,10.413522,104.034233,0.00,0.00,5517.03,5596.18,0.00,10138.34,0.00,390432.72,228128.67,89973.84,153634.92,234675.50,471608.09,316201.94,307349.75,272624.09,236226.12,310471.12,238543.31,238294.94,203622.92,160901.28,271491.81,281386.19,172587.33,201663.80,223379.56
g,130,130,19,104.034218,7.807,0.793912,[M-H]-,,L-Serine (1),C00065,C3H7NO3,2.007,10.560191,104.034218,420071.69,116950.57,181063.05,245395.75,168871.72,110306.12,290520.06,20130312.00,18720154.00,6925882.00,14017011.00,27301452.00,22223792.00,17877276.00,18512620.00,15768862.00,17552882.00,26720920.00,21333732.00,25574056.00,18337210.00,18774058.00,22446278.00,20624532.00,11839121.00,18646208.00,17193142.00
,131,131,16,104.034210,8.156,0.759147,[M-H]-,,L-Serine (1),C00065,C3H7NO3,2.356,10.633526,104.034210,24443.58,0.00,14863.01,13065.38,13762.77,12564.47,25982.15,4879053.00,6079877.00,830291.75,3618886.25,13940837.00,4423325.00,6290451.50,6462982.50,5507825.50,5542917.00,6900425.00,6488433.50,5328200.50,5021139.00,5703529.00,7266100.00,3390223.00,3120606.00,6601391.00,4934065.00
,132,132,3,104.034187,8.922,0.774992,[M-H]-,,L-Serine (1),C00065,C3H7NO3,3.122,10.853530,104.034187,20588.58,0.00,0.00,0.00,0.00,10518.08,0.00,743511.62,291473.72,241498.11,490444.69,916445.81,823735.31,813569.94,474718.44,575602.88,321535.72,1064277.88,83338.66,667741.62,779316.19,480802.81,637550.94,871115.62,553300.12,445039.47,704300.56
g,133,133,8,103.038948,5.319,0.760784,[M-H]-,,3-Hydroxybutyric acid (1),C01089,C4H8O3,0.819,10.884319,103.038948,1965123.00,1301811.75,2316214.00,2666095.00,1852779.75,2125491.00,2264558.50,11463162.00,11065924.00,9483894.00,10911437.00,13950588.00,10564632.00,12504833.00,14715186.00,14166836.00,15569176.00,352001472.00,526626624.00,348066688.00,410653408.00,418568064.00,500274080.00,395589024.00,255793504.00,432041984.00,412083264.00
,134,134,20,103.038933,5.318,0.835242,[M-H]-,,2-Hydroxybutyric acid (1),C05984,C4H8O3,1.418,11.032405,103.038933,594878.94,890659.94,1999150.00,2240449.50,1790437.00,1620569.62,1728050.12,9641922.00,8647812.00,6762280.00,8239794.00,11681910.00,9910584.00,9964754.00,11670390.00,12140572.00,13140623.00,349259328.00,526262752.00,339553984.00,410937152.00,402029856.00,491371104.00,367547168.00,257501136.00,431789408.00,412393952.00
g,135,135,9,145.060959,7.450,0.823908,[M-H]-,,L-Glutamine (1),C00064,C5H10N2O3,1.750,6.206101,145.060959,2817535.50,1034116.56,649531.00,250371.23,146190.70,268688.88,161276.03,107144072.00,87635304.00,29337536.00,57510708.00,103603240.00,84619040.00,73402936.00,83954544.00,68275240.00,88514152.00,115794264.00,107366648.00,102858752.00,82274912.00,84065344.00,115290888.00,93681216.00,51147932.00,85524464.00,75068648.00
,136,136,17,145.060913,8.090,0.787593,[M-H]-,,L-Glutamine (1),C00064,C5H10N2O3,2.390,6.521666,145.060913,208617.36,47353.77,16128.42,0.00,0.00,12921.24,0.00,29808562.00,27622548.00,4116723.00,15847758.00,39821516.00,23833638.00,26148190.00,29079292.00,24661044.00,31494450.00,29352848.00,33998024.00,28135640.00,28189646.00,28992452.00,35640364.00,30009246.00,12841438.00,30932840.00,26604214.00
,137,137,3,145.061142,9.190,0.657835,[M-H]-,,L-Glutamine (1),C00064,C5H10N2O3,3.490,4.943843,145.061142,0.00,19687.26,0.00,0.00,0.00,16679.93,12946.74,745519.75,624858.12,99898.80,332369.72,810947.50,641942.56,480845.12,393849.94,437914.12,443654.09,1006967.69,561748.31,935267.06,495481.75,610115.19,253782.16,922565.31,485802.81,220553.59,677631.50
,138,138,19,102.054924,6.492,0.842444,[M-H]-,,Dimethylglycine (1),C01026,C4H9NO2,-1.000,11.064022,102.054924,1122685.25,286694.97,1223266.12,493127.12,693349.00,597495.56,817653.56,37783532.00,28343164.00,14573535.00,20954488.00,35931028.00,52272596.00,32103616.00,31986948.00,23380912.00,27476750.00,46273872.00,33769388.00,38915272.00,29311058.00,28778162.00,44530936.00,45376512.00,20856486.00,31020818.00,28531748.00
,139,139,4,102.054932,8.088,0.769632,[M-H]-,,Dimethylglycine (1),C01026,C4H9NO2,-1.000,10.989264,102.054932,0.00,0.00,0.00,16656.87,11655.86,0.00,64414.67,1002221.44,977654.81,161757.20,869470.62,436100.31,761899.88,1458587.12,948889.44,1299064.50,1147114.25,530037.38,785845.62,1114010.00,853624.06,1078081.62,1006403.19,643519.00,781535.69,1232876.50,911739.50
g,140,140,1,102.054924,6.489,0.686871,[M-H]-,,gamma-Aminobutyric acid (1),C00334,C4H9NO2,0.689,11.064022,102.054924,1368465.12,454744.62,1237394.62,811003.75,825763.12,803589.25,756060.38,47755292.00,36947740.00,27876420.00,34617596.00,45872228.00,56648996.00,42642252.00,42026700.00,35039980.00,37571236.00,53917060.00,43055388.00,60629396.00,40314048.00,37652296.00,46102852.00,46426316.00,32993944.00,40624504.00,37248132.00
,141,141,4,102.054932,8.088,0.769632,[M-H]-,,gamma-Aminobutyric acid (1),C00334,C4H9NO2,2.288,10.989264,102.054932,0.00,0.00,0.00,16656.87,11655.86,0.00,64414.67,1002221.44,977654.81,161757.20,869470.62,436100.31,761899.88,1458587.12,948889.44,1299064.50,1147114.25,530037.38,785845.62,1114010.00,853624.06,1078081.62,1006403.19,643519.00,781535.69,1232876.50,911739.50
g,142,142,2,102.054932,6.489,0.710891,[M-H]-,,L-alpha-Aminobutyric acid (1),C02261,C4H9NO2,1.189,10.989264,102.054932,1424260.38,474747.25,1361382.75,922543.06,954746.12,918380.81,905420.19,50176940.00,39443012.00,29512480.00,37497216.00,48317564.00,59058576.00,44991788.00,44133712.00,37627444.00,39722396.00,56185888.00,45179716.00,64892024.00,42498324.00,39740752.00,48272404.00,48631848.00,35462140.00,42931496.00,39340064.00
,143,143,4,102.054932,8.088,0.769632,[M-H]-,,L-alpha-Aminobutyric acid (1),C02261,C4H9NO2,2.788,10.989264,102.054932,0.00,0.00,0.00,16656.87,11655.86,0.00,64414.67,1002221.44,977654.81,161757.20,869470.62,436100.31,761899.88,1458587.12,948889.44,1299064.50,1147114.25,530037.38,785845.62,1114010.00,853624.06,1078081.62,1006403.19,643519.00,781535.69,1232876.50,911739.50
,144,144,20,101.023354,1.885,0.819447,[M-H]-,,Acetoacetic acid (1),C00164,C4H6O3,-1.000,10.572842,101.023354,9908.75,22867.92,2071.97,18692.17,23706.30,7205.77,34605.03,5684774.50,3852595.50,3125338.50,4736513.50,4783979.00,3956604.50,4249471.00,5529618.00,4824019.00,4682844.50,5189563.00,4834740.00,6341634.00,6593610.00,5041446.50,4598425.00,4405652.00,2322859.00,5407113.50,4531724.50
,145,145,26,101.023300,6.171,0.830665,[M-H]-,,Acetoacetic acid (1),C00164,C4H6O3,-1.000,11.101484,101.023300,1814140.25,690116.94,1558057.12,1045828.88,762393.44,891053.06,1114900.75,43737788.00,40507900.00,13152579.00,19470896.00,45888840.00,67801632.00,43242648.00,38348380.00,31319272.00,36251448.00,57095052.00,53530372.00,46355356.00,45960224.00,42332852.00,52859080.00,50718712.00,30722552.00,36476416.00,45284808.00
,146,146,20,101.023354,1.885,0.819447,[M-H]-,,2-Ketobutyric acid (1),C00109,C4H6O3,-1.000,10.572842,101.023354,9908.75,22867.92,2071.97,18692.17,23706.30,7205.77,34605.03,5684774.50,3852595.50,3125338.50,4736513.50,4783979.00,3956604.50,4249471.00,5529618.00,4824019.00,4682844.50,5189563.00,4834740.00,6341634.00,6593610.00,5041446.50,4598425.00,4405652.00,2322859.00,5407113.50,4531724.50
,147,147,26,101.023300,6.171,0.830665,[M-H]-,,2-Ketobutyric acid (1),C00109,C4H6O3,-1.000,11.101484,101.023300,1814140.25,690116.94,1558057.12,1045828.88,762393.44,891053.06,1114900.75,43737788.00,40507900.00,13152579.00,19470896.00,45888840.00,67801632.00,43242648.00,38348380.00,31319272.00,36251448.00,57095052.00,53530372.00,46355356.00,45960224.00,42332852.00,52859080.00,50718712.00,30722552.00,36476416.00,45284808.00
g,148,148,0,89.023331,5.500,0.265085,[M-H]-,,L-Lactic acid (1),C00186,C3H6O3,0.900,12.255102,89.023331,18583528.00,9478620.00,2569648.00,1147584.00,575532.00,736976.00,841260.00,346043840.00,222498672.00,45810536.00,113881664.00,455530496.00,383307392.00,250500864.00,351233888.00,210315456.00,333937088.00,402340608.00,562462208.00,286650720.00,360803584.00,399199360.00,463267584.00,380177408.00,89271840.00,367278976.00,387624704.00
,149,149,14,88.039268,5.628,0.767989,[M-H]-,,Sarcosine (1),C00213,C3H7NO2,-1.000,12.912024,88.039268,135948.14,178394.67,14536.36,14366.01,33041.22,15047.41,9758.38,2304285.25,898610.69,507490.66,981127.12,1842177.75,2068820.00,1665439.00,1973851.12,1620686.50,1882234.12,1486093.75,1639386.38,1698489.75,1200989.12,1297623.50,1156335.12,1258261.12,384003.72,1477511.88,1174616.75
,150,150,25,88.039238,6.488,0.830891,[M-H]-,,Sarcosine (1),C00213,C3H7NO2,-1.000,13.258655,88.039238,1041934.56,256006.00,1350820.62,780189.62,828075.62,684757.31,588618.25,85171912.00,73606832.00,40829040.00,57484280.00,93616944.00,114086272.00,83801664.00,87628104.00,73138832.00,85545824.00,97253088.00,87418720.00,103641640.00,80448832.00,75209632.00,96862504.00,93022800.00,58614092.00,84618984.00,82150784.00
,151,151,12,88.039246,7.187,0.739395,[M-H]-,,Sarcosine (1),C00213,C3H7NO2,-1.000,13.171997,88.039246,162692.66,120833.01,185055.50,235976.78,116855.62,725489.50,226046.66,12260816.00,14165336.00,2893869.50,7650407.00,15152729.00,18315310.00,14400017.00,14748497.00,18229884.00,16592193.00,14044420.00,14265986.00,32261100.00,11346665.00,14579043.00,20033764.00,12933769.00,11097778.00,17055470.00,11583563.00
,152,152,2,88.039230,8.112,0.754656,[M-H]-,,Sarcosine (1),C00213,C3H7NO2,-1.000,13.345313,88.039230,179255.16,0.00,74337.72,43588.94,98583.98,173513.12,156203.14,2807235.00,6719681.50,881244.56,3497723.25,3995185.00,7040857.50,10344892.00,9066546.00,8200361.50,8852036.00,6018498.50,6537820.50,6163303.00,5513803.50,7530555.50,9078280.00,6629219.50,3606390.50,9804943.00,7297836.00
,153,153,14,88.039268,5.628,0.767989,[M-H]-,,L-Alanine (1),C00041,C3H7NO2,0.028,12.912024,88.039268,135948.14,178394.67,14536.36,14366.01,33041.22,15047.41,9758.38,2304285.25,898610.69,507490.66,981127.12,1842177.75,2068820.00,1665439.00,1973851.12,1620686.50,1882234.12,1486093.75,1639386.38,1698489.75,1200989.12,1297623.50,1156335.12,1258261.12,384003.72,1477511.88,1174616.75
g,154,154,8,88.039246,6.486,0.645283,[M-H]-,,L-Alanine (1),C00041,C3H7NO2,0.886,13.171997,88.039246,3503880.25,1451087.88,3232337.50,2460616.75,2469748.50,2392924.50,2401473.50,104896848.00,100388176.00,50033780.00,79743312.00,115424392.00,146618704.00,117318440.00,118955840.00,103636448.00,113006176.00,131622696.00,115066320.00,142405952.00,106390912.00,107203928.00,131266800.00,125855512.00,81135768.00,117011464.00,109020976.00
,155,155,12,88.039246,7.187,0.739395,[M-H]-,,L-Alanine (1),C00041,C3H7NO2,1.587,13.171997,88.039246,162692.66,120833.01,185055.50,235976.78,116855.62,725489.50,226046.66,12260816.00,14165336.00,2893869.50,7650407.00,15152729.00,18315310.00,14400017.00,14748497.00,18229884.00,16592193.00,14044420.00,14265986.00,32261100.00,11346665.00,14579043.00,20033764.00,12933769.00,11097778.00,17055470.00,11583563.00
,156,156,2,88.039230,8.112,0.754656,[M-H]-,,L-Alanine (1),C00041,C3H7NO2,2.512,13.345313,88.039230,179255.16,0.00,74337.72,43588.94,98583.98,173513.12,156203.14,2807235.00,6719681.50,881244.56,3497723.25,3995185.00,7040857.50,10344892.00,9066546.00,8200361.50,8852036.00,6018498.50,6537820.50,6163303.00,5513803.50,7530555.50,9078280.00,6629219.50,3606390.50,9804943.00,7297836.00
,157,157,1,87.007599,5.435,0.518689,[M-H]-,,Pyruvic acid (1),C00022,C3H4O3,3.335,13.415859,87.007599,530632.56,157006.50,22402.52,50267.36,37075.30,24150.05,417269.94,3985769.75,2432084.75,818427.69,1449260.50,2871830.75,3115185.75,1995641.25,1498909.50,1448091.00,1929310.25,2086346.62,3104149.50,1612916.00,2472981.50,2376488.50,2188131.00,1557338.88,2308763.50,2596900.75,1999047.88
,158,158,2,87.007607,6.335,0.650445,[M-H]-,,Pyruvic acid (1),C00022,C3H4O3,4.235,13.328174,87.007607,84551.72,0.00,31511.55,0.00,15773.89,3721.46,13205.80,2296522.00,934440.25,429156.28,633317.00,1773447.25,2961512.75,1063896.75,1807513.38,457448.22,1016283.38,3102689.50,2029617.38,1296864.00,1687362.25,1306102.50,2413760.50,1966339.00,197095.78,1461185.88,1274027.88
,159,159,3,87.007607,6.707,0.654634,[M-H]-,,Pyruvic acid (1),C00022,C3H4O3,4.607,13.328174,87.007607,165948.03,14176.30,15197.47,6566.06,29884.48,0.00,33767.81,1720811.00,1706683.50,473256.44,1132337.00,2314212.25,1729282.00,1541962.00,1498802.50,1172694.25,1969008.75,2471211.50,2137066.50,1919494.88,2281704.00,2137442.25,2380790.25,2021480.50,1036363.00,1916276.50,1927228.50
,160,160,6,87.007568,8.048,0.651968,[M-H]-,,Pyruvic acid (1),C00022,C3H4O3,5.948,13.766601,87.007568,492578.56,146441.06,119964.19,322925.56,50763.59,149187.59,351244.19,11411551.00,7044242.00,452067.62,1234554.00,12159571.00,16667497.00,2326036.25,7140239.50,1947572.00,13597830.00,20956972.00,23973850.00,3669318.75,7328207.50,16904198.00,20002988.00,7287681.00,6673524.50,5701117.00,21578526.00
,161,161,19,74.023735,5.841,0.806750,[M-H]-,,Glycine (1),C00037,C2H5NO2,0.141,13.707705,74.023735,62422.68,130012.12,102227.72,19796.73,34883.08,27988.08,17324.73,5746690.50,3059538.50,859698.62,2348401.75,4269092.50,5616050.00,3748572.25,4454765.50,3367788.50,2512753.50,5273524.00,5753597.50,3937503.25,4136023.50,3530602.75,4198694.00,3815216.25,1885980.38,3642675.00,3019803.25
g,162,162,0,74.023735,6.894,0.173825,[M-H]-,,Glycine (1),C00037,C2H5NO2,1.194,13.707705,74.023735,1377577.88,1272078.50,2076977.00,1854652.00,1805875.00,1688927.00,1764823.75,17686906.00,15294702.00,5391038.00,9361897.00,22020746.00,22623920.00,16294724.00,15320755.00,13515311.00,14396532.00,25314850.00,27401816.00,19589834.00,16800104.00,15256583.00,19622288.00,20340664.00,9511686.00,20232644.00,21436318.00
,163,163,17,71.012856,5.896,0.818544,[M-H]-,,Methylglyoxal (1),HMDB0001167,C3H4O2,-1.000,14.074024,71.012856,149360.45,414369.78,239413.64,68789.35,106202.54,110583.75,127782.07,3187741.75,2448048.25,916486.00,1406390.12,3502692.75,2384954.25,1766253.12,1800023.75,1336286.62,1461850.88,2960979.50,3191137.25,1911362.38,2119668.50,2266271.00,3252117.50,3204995.50,1339617.38,2733844.00,2891501.25
,164,164,20,71.012840,6.174,0.815996,[M-H]-,,Methylglyoxal (1),HMDB0001167,C3H4O2,-1.000,14.288895,71.012840,935716.69,212837.11,369885.16,281104.56,237112.92,305372.03,209662.27,1926349.25,1519189.00,1291972.62,1683669.00,2032627.38,2462065.25,2279120.50,2854242.50,1657606.25,1443005.75,2456250.00,2129989.25,2081745.62,1826879.62,2172118.00,2030427.75,2195715.00,1191530.50,2041727.62,2100911.00
,165,165,11,71.012856,6.544,0.703458,[M-H]-,,Methylglyoxal (1),HMDB0001167,C3H4O2,-1.000,14.074024,71.012856,236032.48,82164.08,192890.05,200025.94,70528.45,198835.81,384986.12,4018770.50,3056416.00,750446.75,644555.62,3776155.50,5989853.50,4895540.00,3488511.75,3715626.50,4000961.50,7863183.50,4797443.50,1230881.75,3820404.50,4239779.00,3133945.00,4788636.50,2965693.75,4115011.75,3108038.25
,166,166,9,103.003685,5.032,0.841074,[M-H]-,,Malonic acid (1),C00383,C3H4O4,-1.000,0.000000,103.003685,184285.44,20792.21,7006.06,0.00,0.00,0.00,7033.02,0.00,41672.79,38496.16,87961.98,24306.11,21337.69,0.00,0.00,24117.36,27550.02,1412257.88,1817973.75,1343263.88,1556632.38,1761284.38,2134908.50,1515324.62,951350.69,1915515.50,1694292.62
,167,167,1,145.013351,4.185,0.610678,[M-H]-,,Oxoglutaric acid (1),C00026,C5H6O5,1.015,6.208138,145.013351,3825.06,21566.61,9223.19,16364.97,7084.10,22637.19,10504.58,24919.56,16981.35,2326409.25,183108.97,77639.91,17555.74,24070.46,144546.00,142422.66,157849.36,31376.53,76418.16,158132.45,120854.57,220594.23,110801.67,73540.64,70499.56,101155.29,199163.88
,168,168,3,145.013351,4.854,0.784512,[M-H]-,,Oxoglutaric acid (1),C00026,C5H6O5,0.346,6.208138,145.013351,13753.24,21934.93,19714.43,5915.97,17168.67,5943.88,6052.77,235925.02,205004.25,229112.25,1216293.50,384112.22,170018.72,727242.12,1659090.25,1365756.00,546570.12,218617.84,305226.50,573608.75,307758.94,427522.09,115766.53,379350.09,489331.06,834398.12,186909.73
g,169,169,22,145.013321,6.167,0.787514,[M-H]-,,Oxoglutaric acid (1),C00026,C5H6O5,0.967,6.418584,145.013321,3829732.50,752759.62,1112652.00,829689.62,849161.25,735120.75,743632.38,89102792.00,80761928.00,25721826.00,37593256.00,85201624.00,133839088.00,86231240.00,73709992.00,60463320.00,68034104.00,112122312.00,106808872.00,88177760.00,88585944.00,79368640.00,100813272.00,99920184.00,62659448.00,68749728.00,85795208.00
,170,170,9,144.029282,4.636,0.839695,[M-H]-,,a-Keto-glutaramate (1),C00940,C5H7NO4,-1.000,6.568377,144.029282,17062.00,13093.46,114759.03,124045.34,48371.80,139108.52,41971.12,231121.45,271214.91,417399.59,481072.72,593515.69,352949.31,281121.56,228170.67,198670.62,309478.97,327671.41,213828.33,365434.84,322747.47,443588.78,230323.91,377297.50,553166.81,450413.66,300126.19
